Bridge_ID,Age (years),Length (m),Width (m),Height (m),Traffic_Volume (vehicles/day),Weather_Conditions,Water_Flow_Rate (m³/s),Stress (MPa),Strain (%),Tensile_Strength (MPa),Rainfall (mm),Bridge_Design,Humidity (%),Risk_Level
2050,8,449.5949595,14.22142214,28.44284428,2128.712871,Windy,1024.60246,20.4920492,2.04920492,363.9363936,102.460246,Arch,20.4920492,Moderate
2051,25,449.789979,14.22592259,28.45184518,2129.70297,Rainy,1025.10251,20.50205021,2.050205021,364.0164016,102.510251,Beam,20.50205021,Moderate
2052,7,449.9849985,14.23042304,28.46084608,2130.693069,Sunny,1025.60256,20.51205121,2.051205121,364.0964096,102.560256,Truss,20.51205121,Moderate
2053,41,450.180018,14.23492349,28.46984698,2131.683168,Snowy,1026.10261,20.52205221,2.052205221,364.1764176,102.610261,Arch,20.52205221,Moderate
2054,9,450.3750375,14.23942394,28.47884788,2132.673267,Cloudy,1026.60266,20.53205321,2.053205321,364.2564256,102.660266,Beam,20.53205321,Moderate
2055,43,450.570057,14.24392439,28.48784878,2133.663366,Windy,1027.10271,20.54205421,2.054205421,364.3364336,102.710271,Truss,20.54205421,Moderate
2056,48,450.7650765,14.24842484,28.49684968,2134.653465,Rainy,1027.60276,20.55205521,2.055205521,364.4164416,102.760276,Arch,20.55205521,Moderate
2057,38,450.960096,14.25292529,28.50585059,2135.643564,Sunny,1028.10281,20.56205621,2.056205621,364.4964496,102.810281,Beam,20.56205621,Moderate
2058,16,451.1551155,14.25742574,28.51485149,2136.633663,Snowy,1028.60286,20.57205721,2.057205721,364.5764576,102.860286,Truss,20.57205721,Moderate
2059,13,451.350135,14.26192619,28.52385239,2137.623762,Cloudy,1029.10291,20.58205821,2.058205821,364.6564656,102.910291,Arch,20.58205821,Moderate
2060,49,451.5451545,14.26642664,28.53285329,2138.613861,Windy,1029.60296,20.59205921,2.059205921,364.7364736,102.960296,Beam,20.59205921,Moderate
2061,11,451.740174,14.27092709,28.54185419,2139.60396,Rainy,1030.10301,20.60206021,2.060206021,364.8164816,103.010301,Truss,20.60206021,Moderate
2062,43,451.9351935,14.27542754,28.55085509,2140.594059,Sunny,1030.60306,20.61206121,2.061206121,364.8964896,103.060306,Arch,20.61206121,Moderate
2063,40,452.130213,14.27992799,28.55985599,2141.584158,Snowy,1031.10311,20.62206221,2.062206221,364.9764976,103.110311,Beam,20.62206221,Moderate
2064,48,452.3252325,14.28442844,28.56885689,2142.574257,Cloudy,1031.60316,20.63206321,2.063206321,365.0565057,103.160316,Truss,20.63206321,Moderate
2065,2,452.520252,14.28892889,28.57785779,2143.564356,Windy,1032.10321,20.64206421,2.064206421,365.1365137,103.210321,Arch,20.64206421,Moderate
2066,39,452.7152715,14.29342934,28.58685869,2144.554455,Rainy,1032.60326,20.65206521,2.065206521,365.2165217,103.260326,Beam,20.65206521,Moderate
2067,1,452.910291,14.29792979,28.59585959,2145.544554,Sunny,1033.10331,20.66206621,2.066206621,365.2965297,103.310331,Truss,20.66206621,Moderate
2068,14,453.1053105,14.30243024,28.60486049,2146.534653,Snowy,1033.60336,20.67206721,2.067206721,365.3765377,103.360336,Arch,20.67206721,Moderate
2069,48,453.30033,14.30693069,28.61386139,2147.524752,Cloudy,1034.10341,20.68206821,2.068206821,365.4565457,103.410341,Beam,20.68206821,Moderate
2070,26,453.4953495,14.31143114,28.62286229,2148.514851,Windy,1034.60346,20.69206921,2.069206921,365.5365537,103.460346,Truss,20.69206921,Moderate
2071,26,453.690369,14.31593159,28.63186319,2149.50495,Rainy,1035.10351,20.70207021,2.070207021,365.6165617,103.510351,Arch,20.70207021,Moderate
2072,38,453.8853885,14.32043204,28.64086409,2150.49505,Sunny,1035.60356,20.71207121,2.071207121,365.6965697,103.560356,Beam,20.71207121,Moderate
2073,7,454.080408,14.32493249,28.64986499,2151.485149,Snowy,1036.10361,20.72207221,2.072207221,365.7765777,103.610361,Truss,20.72207221,Moderate
2074,42,454.2754275,14.32943294,28.65886589,2152.475248,Cloudy,1036.60366,20.73207321,2.073207321,365.8565857,103.660366,Arch,20.73207321,Moderate
2075,9,454.470447,14.33393339,28.66786679,2153.465347,Windy,1037.10371,20.74207421,2.074207421,365.9365937,103.710371,Beam,20.74207421,Moderate
2076,33,454.6654665,14.33843384,28.67686769,2154.455446,Rainy,1037.60376,20.75207521,2.075207521,366.0166017,103.760376,Truss,20.75207521,Moderate
2077,45,454.860486,14.34293429,28.68586859,2155.445545,Sunny,1038.10381,20.76207621,2.076207621,366.0966097,103.810381,Arch,20.76207621,Moderate
2078,9,455.0555056,14.34743474,28.69486949,2156.435644,Snowy,1038.60386,20.77207721,2.077207721,366.1766177,103.860386,Beam,20.77207721,Moderate
2079,38,455.2505251,14.35193519,28.70387039,2157.425743,Cloudy,1039.10391,20.78207821,2.078207821,366.2566257,103.910391,Truss,20.78207821,Moderate
2080,1,455.4455446,14.35643564,28.71287129,2158.415842,Windy,1039.60396,20.79207921,2.079207921,366.3366337,103.960396,Arch,20.79207921,Moderate
2081,28,455.6405641,14.36093609,28.72187219,2159.405941,Rainy,1040.10401,20.80208021,2.080208021,366.4166417,104.010401,Beam,20.80208021,Moderate
2082,4,455.8355836,14.36543654,28.73087309,2160.39604,Sunny,1040.60406,20.81208121,2.081208121,366.4966497,104.060406,Truss,20.81208121,Moderate
2083,45,456.0306031,14.36993699,28.73987399,2161.386139,Snowy,1041.10411,20.82208221,2.082208221,366.5766577,104.110411,Arch,20.82208221,Moderate
2084,9,456.2256226,14.37443744,28.74887489,2162.376238,Cloudy,1041.60416,20.83208321,2.083208321,366.6566657,104.160416,Beam,20.83208321,Moderate
2085,13,456.4206421,14.37893789,28.75787579,2163.366337,Windy,1042.10421,20.84208421,2.084208421,366.7366737,104.210421,Truss,20.84208421,Moderate
2086,3,456.6156616,14.38343834,28.76687669,2164.356436,Rainy,1042.60426,20.85208521,2.085208521,366.8166817,104.260426,Arch,20.85208521,Moderate
2087,42,456.8106811,14.38793879,28.77587759,2165.346535,Sunny,1043.10431,20.86208621,2.086208621,366.8966897,104.310431,Beam,20.86208621,Moderate
2088,30,457.0057006,14.39243924,28.78487849,2166.336634,Snowy,1043.60436,20.87208721,2.087208721,366.9766977,104.360436,Truss,20.87208721,Moderate
2089,36,457.2007201,14.39693969,28.79387939,2167.326733,Cloudy,1044.10441,20.88208821,2.088208821,367.0567057,104.410441,Arch,20.88208821,Moderate
2090,7,457.3957396,14.40144014,28.80288029,2168.316832,Windy,1044.60446,20.89208921,2.089208921,367.1367137,104.460446,Beam,20.89208921,Moderate
2091,11,457.5907591,14.40594059,28.81188119,2169.306931,Rainy,1045.10451,20.90209021,2.090209021,367.2167217,104.510451,Truss,20.90209021,Moderate
2092,27,457.7857786,14.41044104,28.82088209,2170.29703,Sunny,1045.60456,20.91209121,2.091209121,367.2967297,104.560456,Arch,20.91209121,Moderate
2093,42,457.9807981,14.41494149,28.82988299,2171.287129,Snowy,1046.10461,20.92209221,2.092209221,367.3767377,104.610461,Beam,20.92209221,Moderate
2094,32,458.1758176,14.41944194,28.83888389,2172.277228,Cloudy,1046.60466,20.93209321,2.093209321,367.4567457,104.660466,Truss,20.93209321,Moderate
2095,48,458.3708371,14.42394239,28.84788479,2173.267327,Windy,1047.10471,20.94209421,2.094209421,367.5367537,104.710471,Arch,20.94209421,Moderate
2096,2,458.5658566,14.42844284,28.85688569,2174.257426,Rainy,1047.60476,20.95209521,2.095209521,367.6167617,104.760476,Beam,20.95209521,Moderate
2097,47,458.7608761,14.43294329,28.86588659,2175.247525,Sunny,1048.10481,20.96209621,2.096209621,367.6967697,104.810481,Truss,20.96209621,Moderate
2098,18,458.9558956,14.43744374,28.87488749,2176.237624,Snowy,1048.60486,20.97209721,2.097209721,367.7767777,104.860486,Arch,20.97209721,Moderate
2099,26,459.1509151,14.44194419,28.88388839,2177.227723,Cloudy,1049.10491,20.98209821,2.098209821,367.8567857,104.910491,Beam,20.98209821,Moderate
2100,15,459.3459346,14.44644464,28.89288929,2178.217822,Windy,1049.60496,20.99209921,2.099209921,367.9367937,104.960496,Truss,20.99209921,Moderate
2101,14,459.5409541,14.45094509,28.90189019,2179.207921,Rainy,1050.105011,21.00210021,2.100210021,368.0168017,105.0105011,Arch,21.00210021,Moderate
2102,18,459.7359736,14.45544554,28.91089109,2180.19802,Sunny,1050.605061,21.01210121,2.101210121,368.0968097,105.0605061,Beam,21.01210121,Moderate
2103,11,459.9309931,14.45994599,28.91989199,2181.188119,Snowy,1051.105111,21.02210221,2.102210221,368.1768177,105.1105111,Truss,21.02210221,Moderate
2104,4,460.1260126,14.46444644,28.92889289,2182.178218,Cloudy,1051.605161,21.03210321,2.103210321,368.2568257,105.1605161,Arch,21.03210321,Moderate
2105,10,460.3210321,14.46894689,28.93789379,2183.168317,Windy,1052.105211,21.04210421,2.104210421,368.3368337,105.2105211,Beam,21.04210421,Moderate
2106,21,460.5160516,14.47344734,28.94689469,2184.158416,Rainy,1052.605261,21.05210521,2.105210521,368.4168417,105.2605261,Truss,21.05210521,Moderate
2107,5,460.7110711,14.47794779,28.95589559,2185.148515,Sunny,1053.105311,21.06210621,2.106210621,368.4968497,105.3105311,Arch,21.06210621,Moderate
2108,35,460.9060906,14.48244824,28.96489649,2186.138614,Snowy,1053.605361,21.07210721,2.107210721,368.5768577,105.3605361,Beam,21.07210721,Moderate
2109,7,461.1011101,14.48694869,28.97389739,2187.128713,Cloudy,1054.105411,21.08210821,2.108210821,368.6568657,105.4105411,Truss,21.08210821,Moderate
2110,21,461.2961296,14.49144914,28.98289829,2188.118812,Windy,1054.605461,21.09210921,2.109210921,368.7368737,105.4605461,Arch,21.09210921,Moderate
2111,48,461.4911491,14.49594959,28.99189919,2189.108911,Rainy,1055.105511,21.10211021,2.110211021,368.8168817,105.5105511,Beam,21.10211021,Moderate
2112,8,461.6861686,14.50045005,29.00090009,2190.09901,Sunny,1055.605561,21.11211121,2.111211121,368.8968897,105.5605561,Truss,21.11211121,Moderate
2113,42,461.8811881,14.5049505,29.00990099,2191.089109,Snowy,1056.105611,21.12211221,2.112211221,368.9768977,105.6105611,Arch,21.12211221,Moderate
2114,10,462.0762076,14.50945095,29.01890189,2192.079208,Cloudy,1056.605661,21.13211321,2.113211321,369.0569057,105.6605661,Beam,21.13211321,Moderate
2115,11,462.2712271,14.5139514,29.02790279,2193.069307,Windy,1057.105711,21.14211421,2.114211421,369.1369137,105.7105711,Truss,21.14211421,Moderate
2116,18,462.4662466,14.51845185,29.03690369,2194.059406,Rainy,1057.605761,21.15211521,2.115211521,369.2169217,105.7605761,Arch,21.15211521,Moderate
2117,46,462.6612661,14.5229523,29.04590459,2195.049505,Sunny,1058.105811,21.16211621,2.116211621,369.2969297,105.8105811,Beam,21.16211621,Moderate
2118,8,462.8562856,14.52745275,29.05490549,2196.039604,Snowy,1058.605861,21.17211721,2.117211721,369.3769377,105.8605861,Truss,21.17211721,Moderate
2119,7,463.0513051,14.5319532,29.06390639,2197.029703,Cloudy,1059.105911,21.18211821,2.118211821,369.4569457,105.9105911,Arch,21.18211821,Moderate
2120,24,463.2463246,14.53645365,29.07290729,2198.019802,Windy,1059.605961,21.19211921,2.119211921,369.5369537,105.9605961,Beam,21.19211921,Moderate
2121,10,463.4413441,14.5409541,29.08190819,2199.009901,Rainy,1060.106011,21.20212021,2.120212021,369.6169617,106.0106011,Truss,21.20212021,Moderate
2122,39,463.6363636,14.54545455,29.09090909,2200,Sunny,1060.606061,21.21212121,2.121212121,369.6969697,106.0606061,Arch,21.21212121,Moderate
2123,3,463.8313831,14.549955,29.09990999,2200.990099,Snowy,1061.106111,21.22212221,2.122212221,369.7769777,106.1106111,Beam,21.22212221,Moderate
2124,34,464.0264026,14.55445545,29.10891089,2201.980198,Cloudy,1061.606161,21.23212321,2.123212321,369.8569857,106.1606161,Truss,21.23212321,Moderate
2125,44,464.2214221,14.5589559,29.11791179,2202.970297,Windy,1062.106211,21.24212421,2.124212421,369.9369937,106.2106211,Arch,21.24212421,Moderate
2126,25,464.4164416,14.56345635,29.12691269,2203.960396,Rainy,1062.606261,21.25212521,2.125212521,370.0170017,106.2606261,Beam,21.25212521,Moderate
2127,29,464.6114611,14.5679568,29.13591359,2204.950495,Sunny,1063.106311,21.26212621,2.126212621,370.0970097,106.3106311,Truss,21.26212621,Moderate
2128,15,464.8064806,14.57245725,29.14491449,2205.940594,Snowy,1063.606361,21.27212721,2.127212721,370.1770177,106.3606361,Arch,21.27212721,Moderate
2129,13,465.0015002,14.5769577,29.15391539,2206.930693,Cloudy,1064.106411,21.28212821,2.128212821,370.2570257,106.4106411,Beam,21.28212821,Moderate
2130,28,465.1965197,14.58145815,29.16291629,2207.920792,Windy,1064.606461,21.29212921,2.129212921,370.3370337,106.4606461,Truss,21.29212921,Moderate
2131,7,465.3915392,14.5859586,29.17191719,2208.910891,Rainy,1065.106511,21.30213021,2.130213021,370.4170417,106.5106511,Arch,21.30213021,Moderate
2132,48,465.5865587,14.59045905,29.18091809,2209.90099,Sunny,1065.606561,21.31213121,2.131213121,370.4970497,106.5606561,Beam,21.31213121,Moderate
2133,39,465.7815782,14.5949595,29.18991899,2210.891089,Snowy,1066.106611,21.32213221,2.132213221,370.5770577,106.6106611,Truss,21.32213221,Moderate
2134,26,465.9765977,14.59945995,29.19891989,2211.881188,Cloudy,1066.606661,21.33213321,2.133213321,370.6570657,106.6606661,Arch,21.33213321,Moderate
2135,28,466.1716172,14.6039604,29.20792079,2212.871287,Windy,1067.106711,21.34213421,2.134213421,370.7370737,106.7106711,Beam,21.34213421,Moderate
2136,21,466.3666367,14.60846085,29.21692169,2213.861386,Rainy,1067.606761,21.35213521,2.135213521,370.8170817,106.7606761,Truss,21.35213521,Moderate
2137,26,466.5616562,14.6129613,29.22592259,2214.851485,Sunny,1068.106811,21.36213621,2.136213621,370.8970897,106.8106811,Arch,21.36213621,Moderate
2138,3,466.7566757,14.61746175,29.23492349,2215.841584,Snowy,1068.606861,21.37213721,2.137213721,370.9770977,106.8606861,Beam,21.37213721,Moderate
2139,24,466.9516952,14.6219622,29.24392439,2216.831683,Cloudy,1069.106911,21.38213821,2.138213821,371.0571057,106.9106911,Truss,21.38213821,Moderate
2140,16,467.1467147,14.62646265,29.25292529,2217.821782,Windy,1069.606961,21.39213921,2.139213921,371.1371137,106.9606961,Arch,21.39213921,Moderate
2141,39,467.3417342,14.6309631,29.26192619,2218.811881,Rainy,1070.107011,21.40214021,2.140214021,371.2171217,107.0107011,Beam,21.40214021,Moderate
2142,47,467.5367537,14.63546355,29.27092709,2219.80198,Sunny,1070.607061,21.41214121,2.141214121,371.2971297,107.0607061,Truss,21.41214121,Moderate
2143,30,467.7317732,14.639964,29.27992799,2220.792079,Snowy,1071.107111,21.42214221,2.142214221,371.3771377,107.1107111,Arch,21.42214221,Moderate
2144,48,467.9267927,14.64446445,29.28892889,2221.782178,Cloudy,1071.607161,21.43214321,2.143214321,371.4571457,107.1607161,Beam,21.43214321,Moderate
2145,16,468.1218122,14.6489649,29.29792979,2222.772277,Windy,1072.107211,21.44214421,2.144214421,371.5371537,107.2107211,Truss,21.44214421,Moderate
2146,23,468.3168317,14.65346535,29.30693069,2223.762376,Rainy,1072.607261,21.45214521,2.145214521,371.6171617,107.2607261,Arch,21.45214521,Moderate
2147,10,468.5118512,14.6579658,29.31593159,2224.752475,Sunny,1073.107311,21.46214621,2.146214621,371.6971697,107.3107311,Beam,21.46214621,Moderate
2148,46,468.7068707,14.66246625,29.32493249,2225.742574,Snowy,1073.607361,21.47214721,2.147214721,371.7771777,107.3607361,Truss,21.47214721,Moderate
2149,3,468.9018902,14.6669667,29.33393339,2226.732673,Cloudy,1074.107411,21.48214821,2.148214821,371.8571857,107.4107411,Arch,21.48214821,Moderate
2150,24,469.0969097,14.67146715,29.34293429,2227.722772,Windy,1074.607461,21.49214921,2.149214921,371.9371937,107.4607461,Beam,21.49214921,Moderate
2151,21,469.2919292,14.6759676,29.35193519,2228.712871,Rainy,1075.107511,21.50215022,2.150215022,372.0172017,107.5107511,Truss,21.50215022,Moderate
2152,39,469.4869487,14.68046805,29.36093609,2229.70297,Sunny,1075.607561,21.51215122,2.151215122,372.0972097,107.5607561,Arch,21.51215122,Moderate
2153,9,469.6819682,14.6849685,29.36993699,2230.693069,Snowy,1076.107611,21.52215222,2.152215222,372.1772177,107.6107611,Beam,21.52215222,Moderate
2154,40,469.8769877,14.68946895,29.37893789,2231.683168,Cloudy,1076.607661,21.53215322,2.153215322,372.2572257,107.6607661,Truss,21.53215322,Moderate
2155,35,470.0720072,14.6939694,29.38793879,2232.673267,Windy,1077.107711,21.54215422,2.154215422,372.3372337,107.7107711,Arch,21.54215422,Moderate
2156,24,470.2670267,14.69846985,29.39693969,2233.663366,Rainy,1077.607761,21.55215522,2.155215522,372.4172417,107.7607761,Beam,21.55215522,Moderate
2157,21,470.4620462,14.7029703,29.40594059,2234.653465,Sunny,1078.107811,21.56215622,2.156215622,372.4972497,107.8107811,Truss,21.56215622,Moderate
2158,33,470.6570657,14.70747075,29.41494149,2235.643564,Snowy,1078.607861,21.57215722,2.157215722,372.5772577,107.8607861,Arch,21.57215722,Moderate
2159,6,470.8520852,14.7119712,29.42394239,2236.633663,Cloudy,1079.107911,21.58215822,2.158215822,372.6572657,107.9107911,Beam,21.58215822,Moderate
2160,40,471.0471047,14.71647165,29.43294329,2237.623762,Windy,1079.607961,21.59215922,2.159215922,372.7372737,107.9607961,Truss,21.59215922,Moderate
2161,3,471.2421242,14.7209721,29.44194419,2238.613861,Rainy,1080.108011,21.60216022,2.160216022,372.8172817,108.0108011,Arch,21.60216022,Moderate
2162,38,471.4371437,14.72547255,29.45094509,2239.60396,Sunny,1080.608061,21.61216122,2.161216122,372.8972897,108.0608061,Beam,21.61216122,Moderate
2163,1,471.6321632,14.729973,29.45994599,2240.594059,Snowy,1081.108111,21.62216222,2.162216222,372.9772977,108.1108111,Truss,21.62216222,Moderate
2164,8,471.8271827,14.73447345,29.46894689,2241.584158,Cloudy,1081.608161,21.63216322,2.163216322,373.0573057,108.1608161,Arch,21.63216322,Moderate
2165,39,472.0222022,14.7389739,29.47794779,2242.574257,Windy,1082.108211,21.64216422,2.164216422,373.1373137,108.2108211,Beam,21.64216422,Moderate
2166,19,472.2172217,14.74347435,29.48694869,2243.564356,Rainy,1082.608261,21.65216522,2.165216522,373.2173217,108.2608261,Truss,21.65216522,Moderate
2167,5,472.4122412,14.7479748,29.49594959,2244.554455,Sunny,1083.108311,21.66216622,2.166216622,373.2973297,108.3108311,Arch,21.66216622,Moderate
2168,28,472.6072607,14.75247525,29.5049505,2245.544554,Snowy,1083.608361,21.67216722,2.167216722,373.3773377,108.3608361,Beam,21.67216722,Moderate
2169,9,472.8022802,14.7569757,29.5139514,2246.534653,Cloudy,1084.108411,21.68216822,2.168216822,373.4573457,108.4108411,Truss,21.68216822,Moderate
2170,5,472.9972997,14.76147615,29.5229523,2247.524752,Windy,1084.608461,21.69216922,2.169216922,373.5373537,108.4608461,Arch,21.69216922,Moderate
2171,20,473.1923192,14.7659766,29.5319532,2248.514851,Rainy,1085.108511,21.70217022,2.170217022,373.6173617,108.5108511,Beam,21.70217022,Moderate
2172,44,473.3873387,14.77047705,29.5409541,2249.50495,Sunny,1085.608561,21.71217122,2.171217122,373.6973697,108.5608561,Truss,21.71217122,Moderate
2173,13,473.5823582,14.7749775,29.549955,2250.49505,Snowy,1086.108611,21.72217222,2.172217222,373.7773777,108.6108611,Arch,21.72217222,Moderate
2174,43,473.7773777,14.77947795,29.5589559,2251.485149,Cloudy,1086.608661,21.73217322,2.173217322,373.8573857,108.6608661,Beam,21.73217322,Moderate
2175,6,473.9723972,14.7839784,29.5679568,2252.475248,Windy,1087.108711,21.74217422,2.174217422,373.9373937,108.7108711,Truss,21.74217422,Moderate
2176,30,474.1674167,14.78847885,29.5769577,2253.465347,Rainy,1087.608761,21.75217522,2.175217522,374.0174017,108.7608761,Arch,21.75217522,Moderate
2177,5,474.3624362,14.7929793,29.5859586,2254.455446,Sunny,1088.108811,21.76217622,2.176217622,374.0974097,108.8108811,Beam,21.76217622,Moderate
2178,33,474.5574557,14.79747975,29.5949595,2255.445545,Snowy,1088.608861,21.77217722,2.177217722,374.1774177,108.8608861,Truss,21.77217722,Moderate
2179,3,474.7524752,14.8019802,29.6039604,2256.435644,Cloudy,1089.108911,21.78217822,2.178217822,374.2574257,108.9108911,Arch,21.78217822,Moderate
2180,23,474.9474947,14.80648065,29.6129613,2257.425743,Windy,1089.608961,21.79217922,2.179217922,374.3374337,108.9608961,Beam,21.79217922,Moderate
2181,41,475.1425143,14.8109811,29.6219622,2258.415842,Rainy,1090.109011,21.80218022,2.180218022,374.4174417,109.0109011,Truss,21.80218022,Moderate
2182,2,475.3375338,14.81548155,29.6309631,2259.405941,Sunny,1090.609061,21.81218122,2.181218122,374.4974497,109.0609061,Arch,21.81218122,Moderate
2183,41,475.5325533,14.819982,29.639964,2260.39604,Snowy,1091.109111,21.82218222,2.182218222,374.5774577,109.1109111,Beam,21.82218222,Moderate
2184,41,475.7275728,14.82448245,29.6489649,2261.386139,Cloudy,1091.609161,21.83218322,2.183218322,374.6574657,109.1609161,Truss,21.83218322,Moderate
2185,21,475.9225923,14.8289829,29.6579658,2262.376238,Windy,1092.109211,21.84218422,2.184218422,374.7374737,109.2109211,Arch,21.84218422,Moderate
2186,15,476.1176118,14.83348335,29.6669667,2263.366337,Rainy,1092.609261,21.85218522,2.185218522,374.8174817,109.2609261,Beam,21.85218522,Moderate
2187,12,476.3126313,14.8379838,29.6759676,2264.356436,Sunny,1093.109311,21.86218622,2.186218622,374.8974897,109.3109311,Truss,21.86218622,Moderate
2188,24,476.5076508,14.84248425,29.6849685,2265.346535,Snowy,1093.609361,21.87218722,2.187218722,374.9774977,109.3609361,Arch,21.87218722,Moderate
2189,36,476.7026703,14.8469847,29.6939694,2266.336634,Cloudy,1094.109411,21.88218822,2.188218822,375.0575058,109.4109411,Beam,21.88218822,Moderate
2190,45,476.8976898,14.85148515,29.7029703,2267.326733,Windy,1094.609461,21.89218922,2.189218922,375.1375138,109.4609461,Truss,21.89218922,Moderate
2191,3,477.0927093,14.8559856,29.7119712,2268.316832,Rainy,1095.109511,21.90219022,2.190219022,375.2175218,109.5109511,Arch,21.90219022,Moderate
2192,8,477.2877288,14.86048605,29.7209721,2269.306931,Sunny,1095.609561,21.91219122,2.191219122,375.2975298,109.5609561,Beam,21.91219122,Moderate
2193,38,477.4827483,14.8649865,29.729973,2270.29703,Snowy,1096.109611,21.92219222,2.192219222,375.3775378,109.6109611,Truss,21.92219222,Moderate
2194,33,477.6777678,14.86948695,29.7389739,2271.287129,Cloudy,1096.609661,21.93219322,2.193219322,375.4575458,109.6609661,Arch,21.93219322,Moderate
2195,3,477.8727873,14.8739874,29.7479748,2272.277228,Windy,1097.109711,21.94219422,2.194219422,375.5375538,109.7109711,Beam,21.94219422,Moderate
2196,35,478.0678068,14.87848785,29.7569757,2273.267327,Rainy,1097.609761,21.95219522,2.195219522,375.6175618,109.7609761,Truss,21.95219522,Moderate
2197,13,478.2628263,14.8829883,29.7659766,2274.257426,Sunny,1098.109811,21.96219622,2.196219622,375.6975698,109.8109811,Arch,21.96219622,Moderate
2198,9,478.4578458,14.88748875,29.7749775,2275.247525,Snowy,1098.609861,21.97219722,2.197219722,375.7775778,109.8609861,Beam,21.97219722,Moderate
2199,20,478.6528653,14.8919892,29.7839784,2276.237624,Cloudy,1099.109911,21.98219822,2.198219822,375.8575858,109.9109911,Truss,21.98219822,Moderate
2200,15,478.8478848,14.89648965,29.7929793,2277.227723,Windy,1099.609961,21.99219922,2.199219922,375.9375938,109.9609961,Arch,21.99219922,Moderate
2201,20,479.0429043,14.9009901,29.8019802,2278.217822,Rainy,1100.110011,22.00220022,2.200220022,376.0176018,110.0110011,Beam,22.00220022,Moderate
2202,20,479.2379238,14.90549055,29.8109811,2279.207921,Sunny,1100.610061,22.01220122,2.201220122,376.0976098,110.0610061,Truss,22.01220122,Moderate
2203,20,479.4329433,14.909991,29.819982,2280.19802,Snowy,1101.110111,22.02220222,2.202220222,376.1776178,110.1110111,Arch,22.02220222,Moderate
2204,31,479.6279628,14.91449145,29.8289829,2281.188119,Cloudy,1101.610161,22.03220322,2.203220322,376.2576258,110.1610161,Beam,22.03220322,Moderate
2205,49,479.8229823,14.9189919,29.8379838,2282.178218,Windy,1102.110211,22.04220422,2.204220422,376.3376338,110.2110211,Truss,22.04220422,Moderate
2206,14,480.0180018,14.92349235,29.8469847,2283.168317,Rainy,1102.610261,22.05220522,2.205220522,376.4176418,110.2610261,Arch,22.05220522,Moderate
2207,36,480.2130213,14.9279928,29.8559856,2284.158416,Sunny,1103.110311,22.06220622,2.206220622,376.4976498,110.3110311,Beam,22.06220622,Moderate
2208,18,480.4080408,14.93249325,29.8649865,2285.148515,Snowy,1103.610361,22.07220722,2.207220722,376.5776578,110.3610361,Truss,22.07220722,Moderate
2209,23,480.6030603,14.9369937,29.8739874,2286.138614,Cloudy,1104.110411,22.08220822,2.208220822,376.6576658,110.4110411,Arch,22.08220822,Moderate
2210,46,480.7980798,14.94149415,29.8829883,2287.128713,Windy,1104.610461,22.09220922,2.209220922,376.7376738,110.4610461,Beam,22.09220922,Moderate
2211,42,480.9930993,14.9459946,29.8919892,2288.118812,Rainy,1105.110511,22.10221022,2.210221022,376.8176818,110.5110511,Truss,22.10221022,Moderate
2212,21,481.1881188,14.95049505,29.9009901,2289.108911,Sunny,1105.610561,22.11221122,2.211221122,376.8976898,110.5610561,Arch,22.11221122,Moderate
2213,42,481.3831383,14.9549955,29.909991,2290.09901,Snowy,1106.110611,22.12221222,2.212221222,376.9776978,110.6110611,Beam,22.12221222,Moderate
2214,15,481.5781578,14.95949595,29.9189919,2291.089109,Cloudy,1106.610661,22.13221322,2.213221322,377.0577058,110.6610661,Truss,22.13221322,Moderate
2215,38,481.7731773,14.9639964,29.9279928,2292.079208,Windy,1107.110711,22.14221422,2.214221422,377.1377138,110.7110711,Arch,22.14221422,Moderate
2216,11,481.9681968,14.96849685,29.9369937,2293.069307,Rainy,1107.610761,22.15221522,2.215221522,377.2177218,110.7610761,Beam,22.15221522,Moderate
2217,26,482.1632163,14.9729973,29.9459946,2294.059406,Sunny,1108.110811,22.16221622,2.216221622,377.2977298,110.8110811,Truss,22.16221622,Moderate
2218,36,482.3582358,14.97749775,29.9549955,2295.049505,Snowy,1108.610861,22.17221722,2.217221722,377.3777378,110.8610861,Arch,22.17221722,Moderate
2219,20,482.5532553,14.9819982,29.9639964,2296.039604,Cloudy,1109.110911,22.18221822,2.218221822,377.4577458,110.9110911,Beam,22.18221822,Moderate
2220,34,482.7482748,14.98649865,29.9729973,2297.029703,Windy,1109.610961,22.19221922,2.219221922,377.5377538,110.9610961,Truss,22.19221922,Moderate
2221,20,482.9432943,14.9909991,29.9819982,2298.019802,Rainy,1110.111011,22.20222022,2.220222022,377.6177618,111.0111011,Arch,22.20222022,Moderate
2222,6,483.1383138,14.99549955,29.9909991,2299.009901,Sunny,1110.611061,22.21222122,2.221222122,377.6977698,111.0611061,Beam,22.21222122,Moderate
2223,17,483.3333333,15,30,2300,Snowy,1111.111111,22.22222222,2.222222222,377.7777778,111.1111111,Truss,22.22222222,Moderate
2224,0,483.5283528,15.00450045,30.0090009,2300.990099,Cloudy,1111.611161,22.23222322,2.223222322,377.8577858,111.1611161,Arch,22.23222322,Moderate
2225,34,483.7233723,15.0090009,30.0180018,2301.980198,Windy,1112.111211,22.24222422,2.224222422,377.9377938,111.2111211,Beam,22.24222422,Moderate
